id,title,text,label
7014,Pentagon warns against impact of extending temporary U.S. funding bill,"WASHINGTON (Reuters) - U.S. Secretary of Defense Ash Carter voiced opposition to extending a temporary government funding bill well into next year, saying it would negatively impact the military, including in the fight against Islamic State.  Washington has been operating since Oct. 1 under a stopgap spending bill, known as a “continuing resolution,” to keep most federal programs running. It expires on Dec. 9. House and Senate leaders are negotiating the end date for a new temporary funding bill. “The most problematic shortfalls DoD (Department of Defense) will face in a long-term CR (continuing resolution) are in the operations and munitions accounts that fund counterterrorism operations and assistance in Afghanistan, Iraq and Syria, among other priorities,” Carter wrote in the letter to top Congressional leaders. Carter said the Pentagon had never been under such a situation during a presidential transition, calling it “unprecedented and unacceptable.” ",1
7015,Senate leader hopes to have several Trump nominees confirmed on January 20,"WASHINGTON (Reuters) - U.S. Senate Majority Leader Mitch McConnell said on Tuesday he hopes to have several of President-elect Donald Trump’s Cabinet nominees confirmed on his first day in office on Jan. 20. “In the past, we’ve been able to confirm a number of an incoming president’s Cabinet appointments on day one, and we hope on January 20,” McConnell said. “Even though there’s a lot going on that day, we hope to be able to vote on and confirm a number of the president’s selections for the Cabinet so he can get started,” the Kentucky Republican said. ",1
7016,Trump to nominate Elaine Chao for transportation post: source,"WASHINGTON (Reuters) - President-elect Donald Trump plans to nominate former Labor Secretary Elaine Chao to head the Transportation Department, a source with knowledge of the decision said on Tuesday. The source, who requested anonymity, confirmed the pick to Reuters. Chao, the wife of Republican Senate Majority Leader Mitch McConnell, served as labor secretary under President George W. Bush and was the first Asian-American woman to hold a Cabinet position. The formal announcement was expected Tuesday afternoon. Although Trump spoke on the campaign trail about wanting to “drain the swamp” in Washington, more than half of Trump’s nine key appointments so far have been accomplished Washington insiders, such as Chao. Chao will face a number of big decisions at the agency that regulates the nation’s vehicles, airplanes, railroads, pipelines, ports and highways - including how to proceed on self-driving cars on U.S. roads, the use of small unmanned aerial vehicles, or drones, over people and whether U.S. fuel efficiency standards should be revised. There are dozens of other pending regulatory issues the next administration will face, including railroad safety and staffing rules, requiring event data recorders in all U.S. vehicles and whether to set rules for airlines requiring they give more passengers with disabilities seats with extra leg room and whether to ban or restrict phone calls made on personal phones on U.S. flights. She may also take a leading role in Trump’s plans to rebuild U.S. infrastructure. Trump has called for $1 trillion in infrastructure spending over 10 years to rebuild airports, bridges and other projects, but it is unclear how much of the funding would come from the federal budget. Mitch Bainwol, chief executive of the Alliance of Automobile Manufacturers, a trade group that has urged the Trump administration to conduct a sweeping review of auto regulations, praised Chao as a “superb choice.” He said the next administration will make important decisions on self-driving cars and how to maximize “the rate of innovation in the technologies that save lives, avoid crashes and improve fuel economy.” Former U.S. House Speaker Newt Gingrich praised Chao’s expected nomination. She will be a “great Secretary of Transportation. She really understands the federal government-can lead rebuilding our infrastructure,” he wrote on Twitter. House Democratic leader Nancy Pelosi said Democrats want to work with Chao on fixing infrastructure but “will not allow Republicans to use an infrastructure bill as a Trojan horse for undermining workers’ wages and handing massive tax breaks to big corporations.”  Chao is a former deputy transportation secretary and sits on the boards of Wells Fargo & Co (WFC.N), Ingersoll-Rand Co [IRCOM.UL], News Corp (NWSA.O) and Vulcan Materials Co (VMC.N). A Chinese immigrant, Chao arrived in the United States at age 8. Her father, James S.C. Chao, is founder of the Foremost Group, an international shipping company. ",1
7017,"Factbox: Trump to meet with Cohn, Romney, Corker, Giuliani, others","(Reuters) - U.S. Republican President-elect Donald Trump holds more meetings on Tuesday as he forms his administration before taking over from Democratic President Barack Obama on Jan. 20.  Trump’s transition team said he was scheduled to meet with the following people: * Goldman Sachs Group Inc (GS.N) president and chief operating officer * Republican U.S. representative from Tennessee * Veterans advocate who was formerly executive director of the group Vets for Freedom and a counterinsurgency instructor in Afghanistan * President and CEO of Rolls-Royce North America (RR.L) and former CEO of the Aerospace Industries Association, a defense industry trade group * Former Federal Aviation Administration administrator under President George W. Bush * Republican Senate Foreign Relations Committee chairman, Tennessee Republican  * House of Representatives Committee on Homeland Security chairman, Texas Republican * Republican U.S. representative from Pennsylvania, member of the House Committee on Homeland Security * Republican presidential nominee in 2012 who was highly critical of Trump during this year’s election * Republican former mayor of New York City ",1
7018,"After perceived snubs, UK's May calls Trump to strengthen ties","LONDON (Reuters) - British Prime Minister Theresa May and U.S. President-elect Donald Trump agreed on Tuesday that they should work to build relationships through the U.S. transition and meet at the earliest opportunity. Britain has long cherished its “special relationship” with the United States as a central pillar of its foreign policy, but speculation has been widespread in London about how ties would evolve under Trump after a series of perceived snubs from him. “The Prime Minister called the U.S. President-elect this afternoon as part of establishing a regular dialogue between both of them,” May’s Downing Street office said in a statement. “They discussed how the President-elect’s transition plans were progressing and agreed that their teams should continue to build close relationships through this period, including with a meeting of their National Security Advisers in the United States before Christmas,” it said. Trump caused astonishment in London last week when he suggested that Nigel Farage of the opposition UKIP party, a firebrand of the Brexit cause and vitriolic critic of the ruling Conservatives, should be Britain’s ambassador to Washington. The government responded that there was no vacancy, but the suggestion, an unprecedented breach of diplomatic protocol, was embarrassing for Downing Street. Following his election, Trump spoke to nine other world leaders before he spoke to May, which also raised eyebrows in London. In Tuesday’s call, the two leaders also discussed NATO, agreeing on its importance and on the need for more members of the alliance to meet the target of spending 2 percent of GDP on defense.  Britain already meets that commitment, but Trump has repeatedly complained about others falling short, raising concerns in other NATO countries about his intentions toward the organization. ",1
7019,Senate to vote on Iran sanctions renewal this week,"WASHINGTON (Reuters) - The Senate will vote this week on a bill that would renew sanctions on Iran for 10 years, Senator Mitch McConnell, the chamber’s Republican leader, said on Tuesday in remarks as he opened the daily session. If the extension of the Iran Sanctions Act (ISA) is passed as expected, it would be sent to the White House, where President Barack Obama is expected to sign it into law. The House of Representatives voted overwhelmingly last month for the extension of the ISA, first passed in 1996 to punish investments in Iran’s energy industry and deter the country’s pursuit of nuclear weapons. The act will expire at the end of 2016 if not renewed. The Obama administration and other world powers reached an agreement last year in which Tehran agreed to curb its nuclear program in exchange for sanctions relief. But members of Congress said they wanted the ISA to stay in effect to send a strong message that the United States will respond to provocations by Iran and give any U.S. president the ability to quickly reinstate sanctions if Tehran violated the nuclear agreement. White House officials have said they did not think the reinstatement was needed, now that the nuclear agreement has been in effect for almost a year. But they also have not raised concerns that a renewal would violate the deal. ",1
7020,Factbox: Trump announces picks to fill two key healthcare posts,"(Reuters) - Republican U.S. President-elect Donald Trump on Tuesday named a vociferous Obamacare critic and a consultant to help him overhaul the nation’s healthcare system. Republican Representative Tom Price, an orthopedic surgeon from Georgia, will be Health and Human Services secretary, and consultant Seema Verma will lead the Centers for Medicare and Medicaid Services, a powerful agency that oversees government health programs and insurance standards, Trump said in a statement. Below are details about his selections: SECRETARY OF HEALTH AND HUMAN SERVICES: U.S. REPRESENTATIVE TOM PRICE Price, 62, is an orthopedic surgeon who heads the House of Representatives’ Budget Committee. He has long criticized Obamacare, also known as the Affordable Care Act, and has championed a plan of tax credits, expanded health savings accounts and lawsuit reforms to replace it. Price, who is also opposed to abortion, has represented the 6th Congressional District in Atlanta’s northern suburbs since 2005.  ADMINISTRATOR OF THE CENTERS FOR MEDICARE AND MEDICAID SERVICES: SEEMA VERMA Verma, 46, worked with Vice President-elect Mike Pence, the governor of Indiana, on a compromise to expand Medicaid coverage for the state’s poor with federal funding. The Indiana program requires beneficiaries to make monthly contributions to health savings accounts. She is the founder and chief executive officer of a national health policy consulting company and has provided advice on healthcare programs to Iowa, Ohio, Kentucky, Tennessee and Michigan. Sessions, 69, was the first U.S. senator to endorse Trump’s presidential bid and has been a close ally since. A conservative from Alabama, he is serving his fourth term in the chamber, where he is a member of the Judiciary Committee with oversight of federal courts, immigration, crime and terrorism.  The son of a country-store owner, he is a former Army Reserve captain and was U.S. attorney for Alabama’s Southern District under former President Ronald Reagan and later Alabama’s attorney general.  Although he was confirmed by the Senate for his U.S. attorney post in 1981, he was denied a federal judgeship in 1986 when a Senate panel failed to advance his nomination amid allegations that he had made racially charged remarks, which he denied.  Sessions must secure Senate confirmation to lead the Justice Department as attorney general, but he would only need to win majority support in the Republican-controlled chamber. Sessions has long taken a tough stance on immigration, opposing any path to citizenship for undocumented immigrants. During the Republican George W. Bush administration, he blasted a bipartisan effort to create a guest-worker program, backed by the president, for illegal immigrants. NATIONAL SECURITY ADVISER: RETIRED LIEUTENANT GENERAL MICHAEL FLYNN Flynn, 57, was an early supporter of Trump and is vice chairman of his transition team. A former director of the Defense Intelligence Agency, he began his U.S. Army career in 1981 and served deployments in Afghanistan and Iraq. He later worked in the Office of the Director of Intelligence.        Once a registered Democrat, Flynn became head of the DIA in 2012 under President Barack Obama. He retired a year earlier than expected, according to media reports, and became a fierce critic of Obama’s foreign policy.  He went on to start his own consulting firm, which has come under scrutiny for its ties to a Turkish businessman. He told the Wall Street Journal on Thursday that he would sever connections with the businessman to take the post under Trump.     Flynn has said the United States should work more with Russia on global security issues. In an August interview with the Washington Post, he defended a paid speech for state-run Russian Television.     CENTRAL INTELLIGENCE AGENCY DIRECTOR: U.S. REPRESENTATIVE MIKE POMPEO Pompeo, 52, is a third-term congressman from Kansas who is on the U.S House Select Intelligence Committee, which oversees the CIA, National Security Agency and cyber security. Pompeo also was a member of the House Select Committee on Benghazi investigating the 2012 attack on a U.S. compound in Libya.   The California native graduated first in his class from the U.S. Military Academy at West Point and served as a platoon leader in the U.S. Army before leaving the military as a captain to attend Harvard Law School. In 1996, he moved to Kansas to start an aircraft parts company. Its decision to open a factory in Mexico came under fire when Pompeo later ran for public office. He defended his work, saying the company had created jobs in the state. His ties to Koch Industries, owned by billionaire conservative donors Charles and David Koch, have also drawn scrutiny.  He won re-election in the Nov. 8 election with 61 percent of the vote, according to Kansas’s unofficial election results online. Pompeo has criticized former U.S. intelligence contractor Edward Snowden, who leaked National Security Agency information, saying in a 2014 letter that his telecast appearance at an event undermined the ideals of “fairness and freedom.”    ",1
7021,Trump to announce transportation secretary pick: spokesman,"WASHINGTON (Reuters) - President-elect Donald Trump will nominate a transportation secretary on Tuesday afternoon, a spokesman told Fox News, as he continues to fill out his domestic policy team. Trump transition team spokesman Jason Miller said the Cabinet selection would be announced in the early afternoon. He did not elaborate. ",1
7022,Trump vows to end U.S.-Cuba 'deal' unless Havana makes better one,"WASHINGTON/HAVANA (Reuters) - U.S. President-elect Donald Trump said on Monday he would end the United States’ “deal” with Cuba unless a better one was made, reflecting his campaign pledge to reverse President Barack Obama’s moves to open relations with the Cold War adversary. “If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal,” Trump said in a Twitter post.  Some Cubans are worried Trump will shut down the U.S.-Cuban trade and travel ties that have begun to emerge in the past two years since Obama’s historic decision to end decades of Cold War hostility and open an embassy in Havana. U.S. airlines launched the first regular flights to Havana in more than five decades on Monday. Trump’s tweeted as Cubans commemorated Fidel Castro, the guerrilla leader who led a revolution in 1959 and ruled the Caribbean island for half a century. Castro died on Friday. During Trump’s campaign for the White House he had said he thought restoring diplomatic ties with Cuba was fine but that Obama should have cut a better deal. Newsweek reported that one of his companies had attempted to do business in the Communist-ruled island. Later in the campaign, he toughened his rhetoric, seeking to reassure Cuban-American voters in Florida that he opposed Castro and his brother, Raul, to whom he turned over power in 2008. On Saturday, Trump said in a statement that his administration would “do all it can” once he takes office on Jan. 20 to boost freedom and prosperity for Cubans after Castro’s death. Cuba always has fiercely resisted what it sees as U.S. involvement in its politics. The government has stayed mostly quiet on Trump, waiting to see whether he converts his rhetoric into policy change. The makeup of Trump’s transition team has suggested he could with the inclusion of Mauricio Claver-Carone, a leading advocate for maintaining a tough economic embargo, and Robert Blau, a hard-line anti-communist who was openly hostile toward the Castro government while posted as a diplomat in Havana during the administration of Republican President George W. Bush. Many Cubans are defiant, however, saying their main problem was the U.S. economic embargo. “We have lived for 50 years with the blockade so we are going to continue living the same way with or without Trump,” Teresa Almentero, 52, a cigar roller, said after paying tribute to Castro in Revolution Square. “He doesn’t scare me, nor does he scare any Cuban.” ",1
7023,Trump to pick Seema Verma for Centers for Medicare and Medicaid Services: transition official,"NEW YORK (Reuters) - U.S. President-elect Donald Trump is set to name Indiana health policy consultant Seema Verma as his pick for administrator of the Centers for Medicare and Medicaid Services, a transition official told Reuters on Monday. Trump is expected to officially announce his selection of Verma and Republican U.S. Representative Tom Price, an orthopedic surgeon who he will nominate to be secretary of health and human services, casting them as his “dream team” whose job will be to transform the U.S. healthcare system, the official said. ",1
