id,title,text,label
8016,Clinton gains in online betting markets after U.S. presidential debate,"NEW YORK (Reuters) - U.S. Democratic presidential nominee Hillary Clinton’s probability of winning the White House gained in online betting markets following the first debate of the campaign on Monday night between her and Republican Donald Trump. A Clinton contract on the popular PredictIt betting market gained 6 cents from the previous day’s level to 69 cents, while a contract favoring Donald Trump’s prospects for victory tumbled 7 cents to 31 cents. Contracts are priced from 0 cents to 100 cents, with the contract price equating to a probability of whether that candidate will win the Nov. 8 election. The price swings for both candidates were the largest since early August, and placed Clinton’s lead in that market at the widest in about two weeks. Clinton’s prospects also improved on the Irish betting site Paddy Power.  About halfway through Monday’s debate, she was shown as a 1-to-2 favorite, and those odds shortened to 4-to-9 in the moments after the debate ended. Trump’s odds lengthened to 23-to-10 from 9-to-4. The swing following the debate put the brakes on a big Trump price rally on PredictIt that coincided with a tightening in most public opinion polls. The implied probability of him winning had risen to 38 cents on Sunday from just 28 cents at the end of August.  Bets on Trump fell as low as 5 cents on February but went up as high as 44 cents in May. Bets on Clinton, the persistent favorite in most wagering markets, went as low as 37 cents in January and as high as 79 cents in August.  The debate on Monday was the first of three scheduled face-offs between the two candidates before the Nov. 8 election. ",1
8017,Cost of modernizing U.S. nuclear weapons to fall to next president,"MINOT AIR FORCE BASE, N.D. (Reuters) - In this flat, windy expanse just south of the Canadian border, U.S. Air Force pilots fly the same bombers their grandfathers flew, using mid-20th century cables and pulleys. Each spring, the airmen and airwomen must clear melting snow from the steel and concrete doors of the silos that house 150 nuclear-tipped ballistic missiles scattered across thousands of square miles of the upper Great Plains. The U.S. nuclear arsenal, patched, welded, and re-skinned countless times, was built between 25 and 62 years ago when the United States found itself locked in an arms race with a rival superpower, the Soviet Union. Now, its future is an issue in the campaign for the Nov. 8 presidential election. Democratic candidate Hillary Clinton has said she would call for a nuclear posture review, last completed in 2010, as one of her first acts upon taking office. Republican candidate Donald Trump has said he would be open to reversing decades of U.S. policy and allowing allies such as Japan and South Korea to acquire their own nuclear weapons to deter a strike from North Korea, which carried out its fifth and largest nuclear test this month. On Monday, in his first visit to Minot Air Force Base in North Dakota as U.S. Secretary of Defense, Ash Carter said America’s nuclear deterrence was the “bedrock” of its security, and the Pentagon’s No. 1 priority. “If we don’t replace these systems, quite simply they will age even more, and become unsafe, unreliable, and ineffective,”  Carter said, speaking at a lectern in front of a B-52 bomber loaded with cruise missiles. “The fact is, most of our nuclear weapon delivery systems have already been extended decades beyond their original expected service lives. So it’s not a choice between replacing these platforms or keeping them - it’s really a choice between replacing them or losing them,” Carter said. Russia, he said, had built new nuclear weapons systems, raising questions as to whether its leaders were cautious enough when it came to atomic weapons. And North Korea presents a sustained threat, Carter said. Carter’s speech coincides with a growing realization among defense officials and experts that budget constraints almost certainly will force the next president to decide whether and how quickly to proceed with the Obama administration’s plans to maintain and modernize the U.S. nuclear arsenal. The crunch comes in the next decade as American ballistic missile submarines, bombers, and land-based missiles – the three legs of the nuclear triad – reach the end of their useful lives. The Congressional Budget Office estimates the total cost of nuclear forces through 2024 at $348 billion, but that does not include some of the costliest upgrades, scheduled for the latter half of the next decade. Independent estimates have put the cost of maintaining and modernizing the arsenal at about $1 trillion dollars over 30 years. “There’s a bipartisan commitment to doing that upgrade, so we have to assume those funds will come through,” Energy Secretary Ernest Moniz told Reuters on Sept. 20. “But it will be a significant budget increase, especially in the next decade.” The Energy Department shares responsibility with the Pentagon for the nuclear arsenal, and some of its research and production facilities are 73 years old. The next administration could abandon or delay some aspects of modernization to cut costs. Or it could raise taxes, increase the budget deficit, or cut domestic programs, all unpopular steps with American voters. The most vulnerable elements of the modernization plans are a long-range standoff weapon, or LRSO – a nuclear-capable cruise missile launched from an aircraft – and new land-based intercontinental ballistic missiles (ICBMs). Ten U.S. senators, including Elizabeth Warren of Massachusetts and Bernie Sanders of Vermont, called on President Barack Obama in July to cancel the LRSO, saying it “would provide an unnecessary capability that could increase the risk of nuclear war.” Some Pentagon officials and defense experts have said the cruise missile would be a hedge against improved air defenses that are difficult for even a stealthy bomber to penetrate. A Clinton or Trump administration also could cut the number of land-based ballistic missiles below the 400 currently planned or delay a new missile by extending the life of the current Minuteman IIIs, which each carry a warhead with an explosive yield of at least 300 kilotons, 20 times more powerful than the atomic bomb dropped on Hiroshima, which killed an estimated 140,000 people.  The United States is one of five nuclear weapons states allowed to keep a nuclear arsenal under the Nuclear Non-Proliferation Treaty. The others are Russia, Britain, France and China. The U.S. Air Force has estimated the cost of a new ground-based system – including missiles, command-and-control systems and launch control centers – to be more than $60 billion.     Some former U.S. officials, including former defense secretary William Perry, have argued that land-based missiles are not essential and should be phased out; proponents say they are more important in the face of potential nuclear threats by Russia and North Korea. Much of the planned modernization is nearly locked in  because of the need for new weapons and because some of it is so far along, said Evan Montgomery, a senior fellow at the Center for Strategic and Budgetary Assessments, a Washington-based research group. The B-21 long-range strike bomber and the replacement for the Navy’s 14 Ohio-class ballistic missile submarines are “the two most expensive items, and they’re arguably the two safest in a lot of ways,” Montgomery said. The bomber can deliver both conventional and nuclear weapons, and the submarine is considered a priority because it would survive any first strike by an adversary. The Navy plans to replace its Ohio-class submarines, first commissioned in 1981 and armed with up to 24 Trident missiles with multiple independently targeted warheads, with 12 boats costing about $100 billion. In his speech on Monday, Carter said that most people do not realize that spending on the nuclear program is a small percentage of total defense spending. At its peak, nuclear spending would make up about five percent of the Pentagon’s budget, which is now around $600 billion annually, defense experts said. Still, the funding gap means that despite the Pentagon’s massive budget, the next president will face an unavoidable dilemma. “There’s no doubt in my mind that we’re tens of billions of dollars short in that time frame from what it takes to execute a global strategy,” said James Miller, a former undersecretary of defense for policy in the Obama administration. “It’s not a rounding error anymore.” ",1
8018,Obama avoids pipeline comment but urges tribal sovereignty,"WASHINGTON (Reuters) - U.S. President Barack Obama on Monday avoided direct mention of a pipeline that has provoked high-profile protests from Native Americans but urged tribal leaders to use the spotlight to continue pushing for recognition even after he leaves office. Obama spoke at his eighth and final Tribal Nations Conference, which he created during his first year in office. Leaders of more than 560 Native American tribes gathered for the Washington event as one of the largest Native American protests in decades continues in North Dakota. In his remarks, Obama acknowledged that Native American tribes have unified around the demonstrations led by the Standing Rock Sioux, a tribe that he visited in 2014.   “I know that many of you have come together across tribes and across the country to support the community at Standing Rock and together you are making your voices heard,” he said. “This moment highlights why it’s so important that we redouble our efforts to make sure that every federal agency truly consults and listens and works with you, sovereign to sovereign.” In recent weeks, protests against the Dakota Access pipeline have drawn international attention, prompting the U.S. government to temporarily block its construction on federal land. Tribal leaders say the pipeline will desecrate sacred land and pollute water. When fully connected to existing lines, the 1,100-mile (1,770 km) pipeline would be the first to carry crude oil from the Bakken shale directly to the U.S. Gulf. The $3.7 billion project is being built by the Dakota Access subsidiary of Dallas-based Energy Transfer Partners LP. Obama discussed the progress made by his administration over the last eight years to improve relations with tribal nations, and urged leaders to keep fighting for more visibility and input regardless of who succeeds him in the White House next year. “Our progress depends in part on who sits the in Oval Office, and whether they’re setting the right priorities, but lasting progress depends on all of us, not just who the president is.” Various Obama administration officials unveiled initiatives aimed at upholding Native American sovereignty at the conference. Interior Secretary Sally Jewell announced a forthcoming memorandum from Obama that would require federal agencies to consider Native American treaty rights in decision-making on natural resource projects, hoping to avoid future conflicts with tribes such as the current Dakota Access dispute. The Justice and Interior Departments also announced  settlements with 17 tribes that had sued the U.S. government, accusing them of mismanaging monetary assets and natural resources that the government held in trust for the tribes.  The “vast majority” of all such disputes have been settled, according to the government, which has paid $1.9 billion to resolve the cases since April 2012. Those settlements characterize the Obama administration’s effort to mend ties “where we have failed in the past in our trust responsibilities,” said Lawrence Roberts, assistant secretary for Indian Affairs at the Interior Department, on the sidelines of Monday’s conference. Regan Dunn, 15, a member of the Standing Rock Sioux tribe, delivered opening remarks at the conference.  Dunn said afterward she had never imagined a company might try to build a pipeline through her homeland, but that the wide opposition among various tribes - including some she had not previously heard of - has been “heartwarming.” Brian Cladoosby, president of the National Congress of American Indians, which represents more than 500 tribes, praised Obama’s legacy on Native American issues and warned the assembly that “there is no guarantee going forward there will be the same commitment from the next administration.” When the Justice Department, Interior Department and the U.S. Army temporarily blocked the pipeline’s construction on Sept. 9, the administration called for “a serious discussion” about how tribes are consulted by the government on decisions over major infrastructure projects.  The Army, Interior and Justice departments will hold hearings on the shortcomings of the present process on Oct. 11, and formal discussions with tribes in six U.S. regions from Oct. 25 through Nov. 21.  The deadline for written comments will be Nov. 30, the agencies announced. On Thursday, the chairman of the Standing Rock Sioux tribe, Dave Archambault, told a House of Representatives panel there was no “meaningful consultation” before permits were issued to bring the pipeline through his tribe’s territory. Archambault is scheduled to speak on Monday evening at a rally of pipeline opponents. ",1
8019,From prairie to the White House: Inside a Tribe's quest to stop a pipeline,"CANNON BALL, N.D./WASHINGTON (Reuters) - Three days after guard dogs attacked Native Americans protesting an oil pipeline project in North Dakota in early September, an unprecedented event took place at the White House. Brian Cladoosby, president of the National Congress of American Indians, which represents more than 500 tribes, spoke to nearly a dozen of President Barack Obama’s Cabinet-level advisers at a September 6 meeting of the White House’s three-year-old Native American Affairs Council.  It was the first time a tribal leader addressed a session of the council, and Cladoosby was invited in his role as the Indian Congress’ leader. Cladoosby, a Swinomish Indian from Washington state, spoke twice at the one-hour roundtable. He told Reuters he praised the Obama administration in his opening statement for its track record on Native American issues such as pushing to reform the Indian Health Service. But when Cladoosby gave his closing speech, he delivered an impassioned request to his audience: stand with Native Americans who have united with the Standing Rock Sioux tribe and block construction of the Dakota Access Pipeline, a 1,100 mile conduit to get oil from North Dakota to Illinois.  That plea marked one of the previously unreported turning points in a drama that played out since February and culminated September 9 with an about face by the U.S. government, from giving the pipeline a green light to backing a request from North Dakota’s Standing Rock Sioux to halt construction of the pipeline.  The tribe fears sacred sites could be destroyed during the line’s construction and that a future oil spill would pollute its drinking water. This month’s win for the tribe, which could be reversed by regulators, is a rare instance of protests resulting in quick federal action and the triumph of an unusual alliance between environmentalists and Native Americans, who both say they were emboldened by the defeat of the Keystone XL pipeline last fall. It also was the most galvanizing movement in Native American politics in decades, some tribal leaders said, as Crow, Navajo, Sioux and other traditional rivals united to fight what they considered an assault on their way of life. Cladoosby did not play a high-profile role in the early days of the pipeline controversy. But that day he spoke to a high echelon of power, including Secretary of the Interior Sally Jewell, White House Domestic Policy Council director Cecilia Munoz, and the heads of the Departments of Energy; Agriculture; Education; Health and Human Services; and the Environmental Protection Agency, according to a senior administration official who asked not to be named and to a photo of attendees seen by Reuters. “The world is watching,” he said in prepared remarks shared with Reuters. A few days earlier, video of pipeline security personnel in North Dakota armed with guard dogs and mace trying to disperse protesters went viral on social media. One of the first videos was taken and posted on Facebook by Lonnie Favel, a member of Utah’s Ute tribe who traveled to North Dakota to support the protests. “I was getting messages of support from New Zealand, from Europe, from all over the world,” Favel said. Until then, Obama had not weighed in on the Dakota dispute even though he personally had visited  the Standing Rock in June 2014. Just a day after Cladoosby issued his plea to administration officials, Obama attended a young leaders conference in Laos where a Malaysian woman asked him about the Dakota Access pipeline and how he could ensure a clean water supply and protect ancestral land. Obama said he needed to ask his staff for more information, but touted his track record protecting Native Americans’ “ancestral lands, sacred sites, waters and hunting grounds,” adding, “this is something that I hope will continue as we go forward.” In late 2014, pipeline operator Energy Transfer Partners made a fateful decision. Dallas-based ETP chose to route its proposed Dakota Access pipeline away from North Dakota’s capital, Bismarck, and southward within half a mile of the Standing Rock Sioux tribe’s reservation. Part of its rationale, laid out in a report for the U.S. Army Corps of Engineers, which regulates infrastructure projects that traverse certain inland waterways, was that the route would avoid Bismarck and thus pose no threat to the city’s water supply. The Bismarck route also is more populated and thus would require more easements from multiple landowners. Ironically, that 139-page report concluded the Standing Rock route would raise “no environmental justice issues” because the pipeline would not cross tribal lands. The Army Corps’ decision angered environmental activists and unwittingly introduced a powerful new element into the environmental movement: Indian rights groups, who quickly tapped into an extensive network of green activists forged during five long years of protests against TransCanada’s Keystone XL pipeline, which Obama formally nixed last November. The protest gained steam in February when Standing Rock Sioux leaders asked for legal help from Earthjustice, an environmental law group that had previously helped U.S. tribes and Canadian First Nations fight Kinder Morgan’s Trans Mountain pipeline, according to Jan Hasselman, an attorney from Earthjustice working on the North Dakota case, and tribal leaders. Two months later, about 18 tribe members started praying daily near the pipeline’s planned route in North Dakota. The participants would grow in size, creating a group called the Sacred Stone Camp. The international environmental movement soon took notice, including, 350.org, an environmentalist group that helped defeat the Keystone XL pipeline. In July, the group sent a delegation to the Sacred Stone Camp to see how they could help. In many ways, the Dakota Access pipeline drew its inspiration from the fight to stop the Keystone XL pipeline, according to organizers from 350 and other environmental groups. “We didn’t have to totally reinvent the wheel,” said Josh Nelson of Credo, a progressive advocacy group. By then the Sacred Stone Camp, located alongside the confluence of the Cannon Ball and Missouri rivers about an hour south of Bismarck, had swollen in size to thousands, forming a de facto town of  tents, teepees and trailers, a school, medic, communal kitchen, horse corrals and a legal clinic. The tribal members and environmentalists agreed to seize on the U.S. Army Corps’ “fast-tracking” of permits for the pipeline in late July, which they argued was illegal and a violation of tribal rights, 350.org told Reuters. In this case, the Corps had the right to approve pipelines in general and consider specific local concerns, such as Native issues, if appropriate. The Corps said it effectively considered its due diligence requirement met when it green lit the line in July.  Later that same month, the tribe filed suit against the Army Corps in federal court. While the government’s reversal in September caught most by surprise, a March 29 letter from the Department of the Interior to the Army Corps reviewed by Reuters shows that disagreements within the administration had been percolating for months. The Interior department, which is responsible for protecting Native Americans’ welfare, said the Army Corps “did not adequately justify or otherwise support its conclusion that there would be no significant impacts upon the surrounding environment and community” from the pipeline. Energy Transfer, the Department of Justice, the Army Corps and the Department of the Interior did not respond to requests for comment. The letter presaged the intra-government fighting ahead of the White House’s decision to temporarily block the line. The federal delay of the pipeline “isn’t something that just fell out of the sky,” Archambault, the tribe’s chairman, said in an interview. “We feed (federal regulators) information all the time on everything that’s illegal here.” Archambault declined to discuss responses from federal regulators he received. On September 9, just three days after Cladoosby made his plea at the White House, U.S. District Judge James Boasberg rejected a request from the tribe to block the $3.7 billion project. Minutes after that ruling, the Interior and Justice Departments, along with the Army Corps, suspended construction on a two-mile stretch of federal land below the Missouri River. White House spokesman Josh Earnest said federal regulators, who could still ultimately approve the project, called the pause to make sure the concerns of all parties were taken into account. James Gette, a senior official in the environment and natural resources division of the DOJ, noted in a September 16 hearing that construction was halted mainly because the Dakota Access pipeline didn’t have an easement for the area where the tribe gets its drinking water. Protesters have vowed not to leave their camp until the pipeline is scrapped or moved far away from their reservation. Their concerns about potential spills, it turns out, have precedent. An analysis of government data by Reuters shows that Sunoco Logistics, the future operator of the pipeline and a unit of ETP, has had the highest rate of spills since 2010 than any of its competitors. Sunoco told Reuters it has taken measures to reduce its spill rate. Cladoosby admits he “was really surprised” by the fast moving events after his strategically-timed entreaty. He will be back at the White House on Monday and Tuesday. Leaders of 567 native American tribes will meet with Obama in Washington to tackle a range of issues facing Native Americans from economic development to environmental protection – including the Dakota Access pipeline. (This version of the story corrects the first name of White House Domestic Policy Council director to Cecilia, not Celia in paragraph 10) ",1
8020,U.S. senator seeks SEC probe of Yahoo disclosure on hacking,"WASHINGTON (Reuters) - Democratic Senator Mark Warner on Monday asked the U.S. Securities and Exchange Commission to investigate whether Yahoo YHOO.O and its senior executives fulfilled obligations to inform investors and the public about a hacking attack affecting 500 million user accounts. “Disclosure is the foundation of federal securities laws, and public companies are required to disclose material events that shareholders should know about,” Warner said in a letter to SEC Chairwoman Mary Jo White. Yahoo has faced pointed questions about exactly when it knew about the 2014 cyber attack announced last week that exposed the email credentials of half a billion accounts, a critical issue for the company as it seeks to prevent the breach from affecting a pending takeover of its core business by Verizon Inc (VZ.N). Warner also asked the SEC to probe whether Yahoo has “made complete and accurate representations” about the security of its information technology systems, and for the agency to evaluate its current thresholds for how and when companies need to report a material data breach. Although the SEC has longstanding guidance on when publicly traded companies should report hacking incidents, companies that have experienced known breaches often omit those details in regulatory filings, according to a 2012 Reuters investigation.(reut.rs/2dblx5S) In a Sept. 9 regulatory filing with the SEC, Yahoo stated it did not have knowledge of “any incidents of, or third party claims alleging ... unauthorized access” of personal data of its customers that could have a material adverse effect on Verizon’s acquisition. Establishing that Yahoo is liable for damages under SEC rules is a “pretty high bar” in data breach cases, said Robert Cattanach, a lawyer at Dorsey & Whitney who specializes in cyber security.  Yahoo is additionally protected from liability given the relative lack of sensitivity of the data compromised, Cattanach said, though he said both the SEC and Federal Trade Commission were likely to open investigations. At least one state, Massachusetts, is also seeking more information from Yahoo about the breach, a spokesperson for the state’s attorney general told Reuters on Monday.  Yahoo has so far not provided a clear, detailed timeline about when it was made aware of the breach announced Thursday.  Cyber security services firm Stroz Friedberg has been hired by Yahoo to help investigate the breach, firm spokeswoman Carolyn Vadino said.  The FBI is also investigating the hack, which Yahoo has blamed on a “state-sponsored actor” although the company has not provided technical information to support that claim. ",1
8021,Clinton and Trump puppets face off ahead of presidential debate,"(Reuters) - Puppets resembling U.S. presidential candidates Hillary Clinton and Donald Trump squared off in New York City on Monday a few hours before the real candidates were due to engage in their first debate. The puppets took questions from a human moderator on such topics as climate change and women’s rights. The event was performed by cast members of Avenue Q, a Broadway musical starring people and puppets. “It’s a hoax. It’s hoax. It’s fake. It’s fake. You’ve got Bill Nye the science guy, and Neil deGrasse Mike Tyson saying whatever they want,” puppet Trump said about climate change, referring to television presenter Nye and a mash-up of astrophysicist Neil deGrasse Tyson and the former boxer Mike Tyson.  “We all know the sun is going to crash into the Earth. We know it’s fine. It’s huge. It’s huge,” the Trump puppet added.  When asked for their impressions of each other after their first debate, puppet Clinton said, “I expected him to be crass and rude, and he delivered. So I guess he delivered on his promise.” Puppet Trump said puppet Clinton “is a two, a three on a good day.” The real Clinton and Trump are scheduled to face off for the first time in a debate on Monday night, six weeks before the Nov. 8 election. ",1
8022,"Mexicans prefer Clinton to Donald Trump, poll shows","MEXICO CITY (Reuters) - Mexicans favor U.S. Democratic presidential candidate Hillary Clinton over Republican Donald Trump by a 10-1 ratio, according to a poll. The poll, conducted by Consulta Mitofsky and released last week, showed that 2.9 percent of Mexicans have a favorable opinion of Trump, compared to 30.4 percent for Clinton.  The poll comes almost a month after a meeting between Trump and Mexican President Enrique Pena Nieto in Mexico City sparked outrage across the country and led to the resignation of Luis Videgaray as finance minister. Roy Campos, director of the Mitofsky polling firm, said Mexican interest in the U.S. presidential election signified a change from years past.  “While in the election of 2008 the interest awakened by [Democratic President Barack] Obama was based on approval ... now the interest is because of fear,” Campos said, adding that Trump is the least popular U.S. presidential candidate among Mexicans in history. When he announced his candidacy last year, Trump said Mexico was sending rapists and drug dealers to the United States and that he would build a wall on the southern U.S. border and make Mexico pay for it. He also has threatened to impose punitive tariffs on Mexico, deport millions of migrants and ditch the North American Free Trade Agreement. The poll, which was conducted between Sept. 2 and 5, surveyed 1,000 Mexicans and had a margin of error of 3.1 percent. ",1
8023,Senate sets Wednesday vote on Obama veto of Saudi September 11 bill,"WASHINGTON (Reuters) - The U.S. Senate will vote on Wednesday on whether to override President Barack Obama’s veto of a bill allowing relatives of victims in the Sept. 11, 2001 attacks to sue Saudi Arabia. The vote, which Senate Republican leader Mitch McConnell set as the chamber reconvened on Monday, would be the first action in an attempt by lawmakers to override Obama’s Sept. 23 veto of the Justice Against Sponsors of Terrorism Act. A successful override requires support from two-thirds of lawmakers in both the Senate and House of Representatives, which are controlled by Republicans. Known as JASTA, the legislation passed the Senate and House in reaction to long-running suspicions, denied by Saudi Arabia, that hijackers of the four U.S. jetliners that attacked the United States in 2001 were backed by the Saudi government. Fifteen of the 19 hijackers were Saudi nationals. In vetoing the bill, Obama warned that other countries could use the law as an excuse to sue U.S. diplomats, members of the military or companies, even for actions of foreign organizations that had received U.S. aid, equipment or training. McConnell said Wednesday’s vote will follow two hours of debate divided between Republicans and Democrats. No time for the vote has been set.   ",1
8024,Reuters/Ipsos States of the Nation: Clinton leads in Florida,"NEW YORK (Reuters) - Democrat Hillary Clinton has pulled ahead of Republican rival Donald Trump in the traditional battleground state of Florida, strengthening her position in the race for the White House, the Reuters/Ipsos States of the Nation project showed ahead of the pair’s first presidential debate on Monday night. If the election were held on Monday, Clinton would lead Trump in the Electoral College by 259 to 191, with an 88 percent chance of reaching the 270 needed to win, according to the project’s results. The project, based on a weekly online tracking poll of more than 15,000 Americans, estimates state-by-state results that will drive the voting in the Electoral College, the body that ultimately selects the president. The results marked the first upward swing in the project for Clinton in several weeks. The last release of the poll, on Sept. 16, gave her a 61 percent chance of winning by a margin of about 14 Electoral College votes. The big difference now is that Florida, with its 29 Electoral College votes, favors Clinton 49 percentage points to Trump’s 45 points, the results showed. Trump has also lost ground in New Mexico, where he trails 47 points to 38 points. Colorado and Nevada, which had leaned toward Trump, are now too close to call. Together, those states represent another 20 Electoral College votes. Clinton lost ground in Oregon and Wisconsin, which are also too close to call. They amount to 17 votes combined. As many as 100 million viewers have been estimated for Monday evening’s debate at Hofstra University in New York state’s Long Island, which will begin at 9 p.m.  Whether that high interest translates into a higher turnout on Election Day on Nov. 8 remains to be seen. A higher turnout would likely benefit Clinton, while the opposite would benefit Trump, according to Reuters/Ipsos polling, whose latest estimate is for a moderate turnout. Trump’s easiest path to victory would depend on a surge in turnout among white Republicans and lower-than-expected turnout among minority Democrats, according to the project. In that scenario, several Clinton-leaning states could flip. Florida, for example, would be a tossup, while Michigan, Wisconsin and North Carolina would lean toward the Republican.  The States of the Nation results came as Clinton’s standing in national opinion polls have seen a small bounce in recent days. A separate Reuters/Ipsos national tracking poll released on Friday, for example, had her ahead by four points, up from a near tie two weeks ago.  ",1
8025,"Ahead of debate, Trump endorsed by some Bush alumni","NEW YORK (Reuters) - (This story corrects sixth paragraph to say Matt Schlapp was White House political director, not deputy.) Dozens of former appointees of the administration of former President George W. Bush announced their support for Republican presidential nominee Donald Trump on Sunday in a bid for party unity ahead of Trump’s first debate with Democrat Hillary Clinton. The Bush family and many connected to it remain cool to Trump. Former President George H.W. Bush reportedly plans to vote for Clinton in the Nov. 8 election while his Jeb, a former Trump rival, has said he will not vote for Clinton or Trump. George W. Bush has avoided the presidential race while helping raise money for Republican congressional candidates. But a number of former Bush appointees have decided to endorse Trump, the New York businessman who is in a tight race with Clinton and is to debate her one-one-one at Hofstra University on Monday night in Hempstead, New York. Fifty former Bush appointees were on a list of people described as founding members of a coalition of Bush alumni supportive of Trump. The list was provided by a Republican official close to the Trump campaign. The list included former White House press secretary Ari Fleischer, former U.S. Attorney General John Ashcroft, former Labor Secretary Elaine Chao, former Treasury Secretary John Snow and former Health and Human Services Secretary Tommy Thompson. The list also included former Defense Secretary Donald Rumsfeld, former Veterans Affairs Secretary Anthony Principi and former White House political director Matt Schlapp, who is chairman of the American Conservative Union. Thompson, in a statement, explained his decision to be on the list. “Americans want to trust our leaders again, to know that they are fighting for everyday Americans by creating jobs, growing our economy, defending our nation from terrorism, and respecting the voters enough to be straight-forward and honest with them,” Thompson said. Trump has struggled to rally many in the Republican Party behind him. On Friday, he received the endorsement of former rival Ted Cruz, but many establishment figures remain skeptical about him, such as Ohio Governor John Kasich. ",1
