id,title,text,label
6513, Sam Bee’s Response To Trump’s Mega-Gaffe Is The Best Thing To Go Viral Yet (IMAGE),"Samantha Bee, of Full Frontal with Samantha Bee, provided the world with the perfect response to Donald Trump s Cinco de Mayo mega-gaffe and pseudo-advertisement for his hotel chain on Thursday. Trump had posted a photo of himself online that shows him seated at a desk eating a taco bowl where he said: Happy Cinco de Mayo! The best taco bowls are made in Trump Tower Grill. I love Hispanics! Here s the post:https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10157008375200725/?type=3It s one of those Trump posts where you are not sure if his supporters are sharing because they think it is actually great content, or if people who can t stand him are sharing it to show how big of a douche bag he can actually be.In response to the photo and message, Bee posted a photo herself to the fan page of Full Frontal showing her sitting down at a desk eating a taco bowl in an effort to parody Trump s original post. She also posted this brilliant comeback: The best taco bowls are made by hardworking immigrants who don t like being called rapists by a rich prick. I love inauthentic Mexican food! Here s the post:https://www.facebook.com/fullfrontalsamb/photos/a.1771924126368559.1073741828.1765033567057615/1833668423527462/?type=3&theaterWith Ted Cruz out of the race, Donald Trump has already secured the Republican presidential nomination. He has no need to pander to any one particular group except his base   assholes. Trump knows that his Cinco de Mayo announcement is a mega-gaffe. He has already learned the art of saying just the wrong thing at the just the wrong time in order to rile up his supporters. He is, as he has been for his entire primary campaign, capitalizing on his supporters  xenophobia, racism, and anger.Now, if you see someone defending Trump s post on social media, one of Bee s followers has invented a perfect new term for that person is doing   proctolojustification.It applicable way to describe any defense of the new head of the Republican Party.Featured image from Facebook",0
6514, Jon Stewart Makes A Room Full Of U.S. Soldiers Gasp As He Delivers A Dire Warning On Trump (VIDEO),"If you re someone who looks at the prospect of four (or eight!) years of President Trump with a mixture of depression and terror, imagine what it must be like to be a soldier who may have to serve in the military under him.Trump will have no problem, say, ordering you to commit war crimes. Or torture. Or to go to war. The possibility of Trump becoming president represents the likelihood that you will be made to do something that will not only dishonor your country, but yourself as well. Needless to say, the prospect makes for some very worried soldiers in the United States military.As part of a USO tour with President Obama, Jon Stewart stopped by to emcee the Joining Forces 5th Anniversary Event at Joint Base Andrews. Most of his jokes were good-natured, but the former Daily Show host couldn t help but addressing the very large, very orange elephant in the room.While speaking about Vice President Joe Biden, who joined Stewart on stage, the comedian noted that many people criticize Biden for  [saying] whatever he thinks of, whatever comes into his mind.  But it reminded him of someone else: Who would have thought that now, that gets you the Republican nomination? So, um  (laughter) Don t worry, Trump s gonna keep you busy when he s the Commander-in-Chief. You re gonna have to paint all the planes with  Trump  in big gold letters. You re gonna be busy. During the extended punchline on Trump, the audience went from laughing, to uncomfortable gasps and groans, to dead silence. It was a good joke, but the nugget of truth at the center of it was deeply unsettling.Donald Trump has shown absolutely no ability to control himself during his campaign. His half-hearted stabs at being more  presidential  have ended   without fail   within 24 hours. Often these forays into  seriousness  end spectacularly. After the press had lauded Trump for being more mature, he attended a rally in which he floated the idea that Ted Cruz s father was linked to the JFK assassination. He s about to have the most powerful military in the history of mankind at his beck and call.Painting  Trump  in gold on airplanes isn t the only thing Trump might have these soldiers do. Given his temperament, his thin skin, and his ability to contradict himself endlessly, Trump could wake up one morning and just  decide  to go to war. And to defend his bruised ego, he would be willing to send the very same men and women standing in front of Jon Stewart into battle. Their silence speaks volumes.They ll be busy alright.Watch Jon Stewart give his brutal prediction about Trump below, via Mediaite s Tommy Christopher: Jon Stewart Tells Troops  Trump s Gonna Keep  by DailyPoliticsFeatured image via Daily Motion screengrab",0
6515, WATCH: Fox News Host Flies Off The Handle At Republicans For Not Supporting Trump,"Donald Trump is now the presumptive Republican nominee for president and many in the GOP elite have a serious problem with this reality. They don t have a problem with Trump because he s a racist, a chauvinist, or an advocate of violence.  Let s keep in mind that many Republican politicians have shown those tendencies, all be it veiled with civility. Rather, today s  GOP elite have a problem with Trump because he s got a big mouth about what the GOP stands for and because he s not a part of the elite Republican establishment.Well, Fox host Sean Hannity, a whack job in his own right, wasn t having it with the Republican establishment and quickly came to The Donald s rescue by becoming unhinged on his Fox News show. In an interview with Republican National Committee Chair Reince Priebus, Hannity appeared emotional and frustrated because of the lack of support coming for Trump from the heavy weights of the Republican Party, including Paul Ryan, Mitt Romney, George H.W. Bush, and George W. Bush.  To me it seems selfish,  the whiny Hannity told the RNC chair.Priebus gave a measured response, telling Hannity that  it s gonna take some time for some people to come to grips and to get to know Donald Trump and to get on board. This has been going on a year!  Hannity pouted.  What do they need to know? At one point Hannity went on the attack against House Speaker Paul Ryan saying,  I m not ready to support Speaker Ryan anymore. I m thinking maybe we need a new speaker. To his credit, Donald Trump has done one thing that has made many people happy. He has the Republican Party in shambles and that bodes well for democracy come November.Watch video here:Feature image via video screenshot.",0
6516, Jimmy Fallon Roasts Donald Trump With This Genius Prank Phone Call (VIDEO),"Imagine if Donald Trump rang President Obama. How would that phone call go? Jimmy Fallon decided to act out his answer, with a phone call played out between Fallon s  Drumpf  and Obama.After winning Indiana and becoming the presumptive GOP nominee, Trump calls President Obama to chat. The only thing is, Drumpf can seem to string a sentence together without making some sort of bizarre Trump-world word soup. Did you see the news? I m now the Republican President and come November, I m gonna be voted Captain America.  Drumpf says out his pouting mouth, set as it is upon an unnaturally orange face.Obama begrudgingly congratulates the tangerine tycoon on his victory in Indiana, and his becoming the presumptive Republican nominee for President of the United States. Of course, Drumpf is little confused about exactly what makes the Hoosier state great. I love Indiana. The birthplace of Indiana Jones. Obama lets the gaffe slide, choosing instead to keep it classy and acknowledge Trump s success. I ve gotta admit, it was a big win.  he says, to which Drumpf responds. It was. And when I m in charge, America s gonna start winning, and winning bigly Yes, that last word was just spontaneously invented by Drumpf   like President George Dubya Bush and Sarah Palin before him   Donald Trump has seemingly made a campaign platform out of bad English.Obama calls him to task on the word, asking him if he just actually said  Bigly , for real. But Drumpf is unashamed. That s right, bigly. And I m gonna be the bestest, most fantasticest President ever. It s gonna be yuuuuugical. You can see the rest of the brilliant sketch in the video below.Whatever happens now, one thing is certain, the Republican party is paying the price of inciting fear and prejudice into its supporters. The GOP has turned itself into a party of extremist bigots, led by an extremist bigot. It has become a parody of its own worst elements.",0
6517, Trump Outlines How He’ll Treat America Like A Bankrupt Business And It Is TERRIFYING,"There s a furniture company in Southern Maine called  Chapter 11 Furniture.  The name and the entire concept of the company is to invoke the feeling of a fire sale. They have 4 or 5 stores that they only sign short leases on, so at any given time they can advertise,  Chapter 11 Furniture is losing its lease in (enter town or street name here) and EVERYTHING MUST GO!  It s a brilliant tactic for a company who will probably never resort to its name because it understands how to build from American greed at its very core. Someone is going our of business or declaring bankruptcy? It s a free for all!That s the American mentality surrounding bankruptcy. Bankruptcy is there to help people in severe financial situations put their debt behind them and move on. It s also a way for sheisters to get a bunch of free stuff, make a bunch of money and work the system. Donald Trump qualifies as the second type; working the system   and openly admitting it   4 times now. Trump s idea to  fix America  has taken a turn toward this mentality and the very thought of it is frightening,The New York Times reported that in an interview Thursday, Donald Trump talked about how he would approach the national debt. Thinking like a failed businessman, he insisted we should simply go to our creditors and ask them to take less. Yes, in one idiotic statement, Donald Trump exposed just how little he knows about the economy or how the debt works. As The Times points out, there is no credible evidence suggesting that our debtors would reduce we owe them by a nickel. Trump thinks he s dealing in people with real estate they can t move selling bad debt for more bad debt until one day so much of the debt is paper   bad paper   that there s nothing left to do but fail. Sound familiar? It should; it s what Wall Street and the Dubya administration did to us in 2008.Let s assume for a moment that our creditors would take less. The bulk of the national debt is money we owe to ourselves. Is Trump going to ask the Social Security trust fund to take pennies on the dollar because we had a couple of wars that were too expensive and some handouts to fix the mess? How much less should those people who won t be able to retire when the fund is wiped out take? They ve been putting 6.2 percent of their paycheck into that fund since they started working. How much less should they settle for?As for our other creditors, We re not defaulting on rented furniture. We owe other countries a great deal of money, plus interest, that they provided to us in cash. We use that money to fund the government. If creditors start seeing those kinds of tactics we ll have our credit rating lowered and lose credibility as a country. There s also a good chance the dollar would be removed as the world standard currency. Ask Donald Trump what he ll do when we can t just print more money.The bottom line is, Trump has no idea what he s talking about. The national debt is one of the most misunderstood components of the federal government. For someone to seek the office that holds much influence over how that debt shrinks or grows without understanding it is preposterous, but then again   we are talking about Donald Trump.Featured image from billingsgazette.com",0
6518, Maddow Mocks GOP By Turning Their Freak Out About Trump Into Poetry And Performing It,"MSNBC host Rachel Maddow found the perfect way to simultaneously report and mock the conservative movement s collective freak out that they saddled themselves with Donald Trump as a presidential nominee. She looks their actual words, turned them into spoken word poetry and performed them live on-air.Maddox introduced the segment by claiming she was taking a moment to honor the concerns  of Republicans across the country who, after several years of swinging to the right, landed there with Trump. The Sarah Palins, Rick Perrys and Chris Christies of the party might well be happy to pump Trump, but far greater numbers have simply refused.It speaks volumes about how far the GOP has fallen, that George W. Bush, considered at home and abroad one of the worst and extremist Presidents in US history   is now looking like the moderate wing of the party. Both George W. Bush and his father and former President George Bush Sr have announced their refusal to back Trump in his campaign to be the next President of the United States.Not only does Dubya appear moderate next to Trump, he appears articulate too. Explaining his reasons for rejecting the Trump campaign, he said: I understand that Americans are angry and frustrated. But we do not need someone in the Oval Office who mirrors and inflames our anger and frustration. The former presidents have since been joined by Paul Ryan, Mitt Romney, and Benn Sasse   with other big names in the GOP yet to make their position known.It was all too much for Maddow, who decided to turn this unholy mess into art   and make a seriously hilarious skit out of it all. She takes verbatim quotes from Republicans freaking out about Trump and performs them with all the sincerity of a performance poet. Enjoy.https://www.youtube.com/watch?v=G1E609qOmuMFeatured image via screengrab",0
6519, Sacramento Police On The Hunt For Right-Wing Terrorists That Distributed These Racist Flyers,"Denise Calderon, a local community activist in midtown Sacramento, awoke to find white supremacist leaflets distributed on vehicles and local buildings in her neighborhood this week. The violent flyers include an ending statement advocating for mass murder: If you have not secured a body dump-site, do so now! Kidnap, rob, torture for information and execute all Muslims and Latinos. Leave no survivors. The papers were printed so they appeared to be signed by an individual named Greg Winthrow, who is a co-founder and president of the Aryan Youth Movement White Student Union. The organization has been around for a long time, and it ended up getting him kicked out of college when he tried forming a school-based chapter of it in the 1980s. It was so bad that the school had to get a restraining order to keep him off campus. I ve been living here six years. We have all kinds of crazy, but this is a different level of crazy,  Miss Calderon said, regarding the hateful flyers that advocated for the most heinous crimes imaginable towards Latino and Muslim residents of the neighborhood.Winthrow, who is the alleged source of the flyers, was unable to be reached for any comment. An old phone number listed under his name was disconnected. Police are taking the incident seriously; however they have not indicated that they have any evidence as of yet to tie Winthrow directly to them.The flyers seemed to be distributed overnight, as they were discovered first thing in the morning. Reports were that some of the neighborhood children saw the threats as well on their way to school.Efforts are underway in coordination with the local police to obtain surveillance video from the areas affected, in an effort to identify the person or people who covered the neighborhood with them.Featured image via sacbee.com screen capture",0
6520," Trump Is About To Get Secret Intel Briefings, And Spies Are Terrified He’ll Leak","One of the perks and duties of becoming the presidential nominee for one of the major parties is that you get access to daily intelligence briefings from the current administration. Unfortunately, a candidate like Donald Trump has never come along, and spies are worried about what he ll do with the sensitive information he will receive. My concern with Trump will be that he inadvertently leaks, because as he speaks extemporaneously, he ll pull something out of his hat that he heard in a briefing and say it,  said a former senior U.S. intelligence official who has participated in the process of briefing presidential candidates.Unlike his presumed rival, former Secretary of State Hillary Clinton, who would receive the same briefing if she s the Democratic Party nominee, Trump has never sat across the table from U.S. intelligence analysts and been given updates on the latest machinations of ISIS, or efforts by foreign governments to penetrate American computer networks. He also has selected a team of largely unknown advisers who might have trouble helping him to contextualize what he might hear and know what questions to ask.Trump has already demonstrated a habit of regurgitating whatever information comes across his desk or from his team of sycophants. So far he s accused the father of one of his rivals of being involved in the JFK assassination thanks to a sketchy tabloid story, as well as claiming that a member of ISIS threatened him, based on a YouTube parody.The presumptive Republican nominee has not shown that he is of sound enough mind to receive sensitive information about American intelligence, but the Obama administration will be having daily meetings with him and likely the Clinton team anyway, out of sense of tradition.It is up to President Obama to determine how much data can be given to the candidates, and it is doubtful Trump will be given more than the bare minimum necessary to meet the voluntary requirements. Considering Hillary Clinton served as his Secretary of State and was even in the situation room as the Bin Laden raid occurred, it s doubtful there are any reservations about giving her the information.Featured image via Wikimedia",0
6521," Great Job, GOP: White Supremacists SO HAPPY Their Guy Won The Nomination","One of the most well-known white supremacists in American history just had his chosen candidate, Donald Trump, become the presumptive Republican presidential candidate. Notorious former KKK Grand Dragon David Duke is letting the entire world know how happy he is to have Trump leading the ticket.On his radio show yesterday, white supremacist David Duke celebrated Donald Trump s victory in Indiana, which made him the presumptive Republican nominee for president. Duke also used the show as yet another opportunity to promote his virulent brand of anti-Semitism, blaming Jewish  neo-cons  for trying to destroy Trump s candidacy and for allegedly controlling the country.Duke asserted that  Jewish extremists have made a terribly crazy miscalculation, because all they re going to be doing by doing a  Never Trump  move ment is exposing their alien, their anti-American, anti-American-majority position.   They re going to push people more into an awareness that the neo cons are the problem, that these Jewish supremacists who con trol our country are the real problem, and the rea son why America is not great. Duke has been on the so-called  Trump Train  for months, expressing pride that for the first time in decades a candidate for one of America s two major parties was openly expressing some of the ideas that the white supremacist movement does.The hate leader loves that Trump has been demonizing Latinos as criminals and  rapists,  while the former Klansman also agrees with Trump s plans to build a wall on the U.S.-Mexico border and his idea of limiting Muslim travel into the United States.It isn t just Duke. Trump has attracted backing from anti-Semites and other bigots, who he has often amplified on social media. Those bigots have also often gone after journalists whose reporting on Trump they find problematic with rape threats, racist and sexist epithets, and worse.A group of white supremacists have even put together pro-Trump robocall efforts in multiple states.Featured image via Flickr",0
6522, It’s Now Official: Democrats Are Beginning To Vote On Doing Away With Superdelegates,"Democrats in the state of Maine appear to be on board with a sentiment that s been floated around by a lot of progressive voters and media personalities in 2016. They are now going to be voting on whether or not to do away with having superdelegates be involved in their primary process starting in 2020.State Rep. Diane Russell introduced the rule. Russel gave comment to the Bangor Daily News, saying: We have a system of government where you have one person, one vote, by and large. The primary system is not when that happens. And I think that we need to start moving toward a system that s more fair, that s more democratic and more reflective of the popular vote. Russell s amendment would change things in the state to where all delegates   including people who are currently superdelegates   were awarded proportionately based on the caucus results of the state.Complaints about the superdelegate aspect to the Democratic primaries have arisen in many election years, but in 2016 they ve been particularly strong due to the fact that there is a perception they are having a disproportionate effect on the primary voting process.As more voters have become aware of the concept of superdelegates, and the fact that they are unelected individuals many of whom are not known to the public and don t necessarily have to represent the people s will  there has been increasing push-back towards the idea of the  progressive  party having what many are calling a partial rigging of primary elections.This issue goes well beyond just the 2016 election. Some voters see the superdelegate issue as a party establishment that is increasingly out of touch with it s voter base, following a recent history of extremely questionable moves made by DNC leadership which are more Republican than Democratic.Rep. Russell is also including a non-binding but  strongly suggested  statement with the rule that Maine delegates vote proportionately in 2016 to better reflect the popular vote results. She chose not to include a mandatory change for 2016, because it would put Maine out of compliance with the rules set by the Democratic National Committee.Featured image via Flickr",0
