id,title,text,label
7014," John McCain Brushes Off Hispanic Voters, Says The GOP Doesn’t Need Them To Win","When you re running for re-election in your toughest campaign yet, in a state with a heavy Hispanic voting population, what s the one thing you shouldn t do? Well, for starters, you shouldn t underestimate the voting bloc that could make or break you.But John McCain doesn t care. Even though he runs neck-in-neck with Democratic Congresswoman Ann Kirkpatrick in a general election matchup, he is adamant he and the GOP don t need the Hispanic vote to win:An interesting phenomenon right now is the huge turnouts for the Republican primaries, low turnout for the Democrat primaries. Now if all those people would get behind the Republican candidate, I think we could win this election despite the alienation, frankly, of a lot of the Hispanic voters.Two things: one, there s no correlation between primary turnout and wins in the fall in the last 11 elections (a statement that was rated true by Politifact), and two: do not underestimate Hispanic voters. As the Huffington Post notes, the Hispanic and Latino voting bloc could  tip the scales  for Democrats in Arizona. And, as of right now, the majority of them support Ann Kirkpatrick.The angry white vote can only carry McCain so far. And with a mounting challenge by Tea Partier Kelli Ward, McCain can t afford a split Arizona Republican Party.Like Donald Trump, Republicans are cashing in on their last ditch effort to convince enough angry, latently racist white voters to save them, and screw the rest.Kirkpatrick jumped all over McCain s idiotic comments, saying:I wonder what thousands of Latino families across Arizona will think when they hear that John McCain is willing to alienate them as long as he and Republicans win in November. McCain, who already revealed that his Latino outreach efforts are a  pure, political move, has changed his positions on important issues such as immigration reform and the DREAM Act, depending on who he talks to or whether it s an election year. And McCain has repeatedly promised to support Donald Trump if he becomes the GOP nominee, in spite of Trump s racist, anti-Latino rhetoric.Donald Trump? Alienation? Flip-flopping? It s as if McCain is dying to retire. Let s make sure in November he gets what he deserves a swift kick in the behind.Featured image via Wikipedia",0
7015," Obama Tells Dems: This Is As Important As Hillary Vs Bernie, And You’re Blowing It!","Speaking to Democrats at a fundraiser at actor Tobey Maguire s house in California, President Obama issued a warning to his party that in addition to their focus on the presidential race between Hillary Clinton and Bernie Sanders, they desperately need to think about moving Congress out of Republican hands and back towards the Democrats.President Obama collected more than $1 million for his party s House and Senate candidates from Hollywood s Democratic elite Thursday and Friday, and left his deep-pocketed backers with what he termed a  professorial  lecture on the importance of recapturing Congress.Obama also told supporters that he would not be making an endorsement yet in the presidential contest (incumbent presidents usually wait until the party has chosen a successor in order to make a formal announcement). And he joked that he and his staff were too tired to run for a third term, even if he could.At another fundraiser, Obama pointed out that getting Democrats back in charge of Congress is very important.On Thursday night, Obama attended a large gathering at the Bel Air mansion of Disney Chairman Alan Horn and his environmentalist wife, Cindy. There, the president stressed the importance of  recognizing the enormous power of Congress and the difference between a Nancy Pelosi being Speaker of the House and a Paul Ryan being Speaker of the House. The President also highlighted the GOP blockade of Supreme Court nominee Merrick Garland, even though Garland has received praise from across the political spectrum. And he pointed out that the blockade would be eroded with more Democratic votes in the Senate since,  What we ve seen out of the Republicans in the Senate is not simply a refusal to confirm him thus far, but a refusal to meet with him or to have a hearing, or to have a vote. Obama went on to point out that crazed statements from Donald Trump and Ted Cruz have also helped to expose some of the extremism that happens every day in the House and Senate from Republicans, saying,  People act as if these folks are outliers. But they re not. The President said widespread coverage of their speeches and statements could help to motivate voters.Featured image via Flickr",0
7016, Arizona Republican’s Vote Against Airplane Seat Comfort Hilariously Bites Him In The Ass (IMAGE),"This is pure gold that perfectly demonstrates that Republicans don t give a damn about a problem until they experience it personally.On Thursday, Arizona Republican Senator Jeff Flake joined his conservative colleagues in voting down an amendment that would have put an end to the airline industry practice of reducing the size of seats in order to cram as many passengers as possible into planes in a clear move that puts profit over the comfort of customers.According to the Washington Post, the amendment would have  empowered the FAA to set new standards, in consultation with experts, for seat dimensions that maintain  the safety, health and comfort of passengers. And as usual, Republicans sided with the lobbying arm of the airlines and killed the amendment. But one Republican already humiliatingly regrets his vote against the measure.After boarding a flight and taking his seat, Flake discovered that his own legroom was seriously impeded and trying to use his laptop was even more uncomfortable.So, he took a picture and posted it to Twitter.  Okay, so perhaps my vote against this bill was a tad impetuous,  Flake wrote.Here s the post via Twitter.Okay, so perhaps my vote against this bill was a tad impetuous  pic.twitter.com/wsXy0H4ZJF  Jeff Flake (@JeffFlake) April 8, 2016This is a fantastic example of a Republican experiencing what it is like when karma comes knocking at your door to teach you a lesson, especially since Twitter users couldn t resist roasting Flake and Republicans for voting against the amendment.Here are just a few of the hilarious responses. @JeffFlake That s what you get for being a knee-jerk conservative Republican. Now, about that Supreme Court vacancy  .  Lee Cox (@legaleagle48) April 8, 2016@JeffFlake @joshtpm And how much did the airline lobby pay for that vote?  Il Volo Maui (@RickiAdoroIV) April 8, 2016 @JeffFlake #Republicans have a record of only voting for things that affect them personally. NOW you want more leg room. Typical.  Desperada (@dsprada) April 8, 2016@JeffFlake May you be seated next to a colickey baby on every flight.  Dawn Gulick (@DawnGulick) April 8, 2016 @JeffFlake @paulisci Wow. What will it take for him to realize he was impetuous about gun control?  Evan Jacobs (@esjacobs) April 8, 2016@JeffFlake If more politicians were required to travel coach, then maybe they would have voted otherwise. No love for us commoners. ?  MsMenz (@IamMsRizzy) April 8, 2016 @JeffFlake That s what happens when you simply knee-jerk your reaction. Try *thinking* once in a while.  ian2 (@ianinamerica) April 8, 2016Flake should have thought more about this issue before just casting a vote against the amendment for the sake of voting against anything that might make the lives of the people easier and less frustrating. Instead, he only regretted his vote after dealing with uncomfortable airline seating first-hand, which has become a typical Republican trait.If every Republican experienced losing a child to gun violence, we would have gun control immediately. If every Republican experienced being denied healthcare, universal healthcare would be a reality. If every Republican experienced the pain of sending their child to fight in a war, the hawks would turn into doves. If every Republican were paid minimum wage, they would vote for a national raise instantaneously. And if every Republican had to ride coach when they fly, they would vote in favor of more legroom on airlines. Or at the very least, they would regret their opposition to each of these measures.Sadly, until more Republicans experience the realities that Americans live with every day, we can expect them to keep obstructing until they get personally fired by voters who decide not to sit and take it anymore.Featured image via Twitter",0
7017," Now We Know What This Top Republican Really Did To Children, And It Is SICK","Former Speaker of the House Dennis Hastert (R-IL) was a sexual predator who attacked at least one child, a fact he covered up while leading the House of Representatives, two heartbeats away from the presidency of the United States.Court documents filed on Friday stated the disgusting details in cold, black and white text.Dennis Hastert agreed to pay $3.5 million to a person the former House speaker sexually abused when the victim was 14 years old and Hastert worked as a high-school teacher and wrestling coach outside Chicago, prosecutors said in a court filing Friday.The court filing is the first time prosecutors have confirmed Hastert paid hush-money to conceal sex abuse of a 14-year-old.Hastert kept the behavior under wraps even as he worked his way up the political ladder, from the Illinois Legislature through Congress and into the Speaker s office.In October of 2015, Hastert plead guilty to breaking banking laws while trying to secure hush money to keep his abuse quiet. He is currently trying to avoid jail time, with his lawyers having the nerve to claim that his declining health and the public scorn he has received since the abuse came to light is punishment enough.Hastert was part of the Republican-orchestrated impeachment of Bill Clinton in 1998 that failed to remove him from office for an extramarital affair.Hastert became Speaker of the House in 1999, after Newt Gingrich stepped down due to Republicans losing seats in the 1999 election and the next in line for the office, Bob Livingston, also exposed for having an extramarital affair.It was widely believed that Hastert took his orders from then-Republican Majority Leader Tom DeLay, and the two soon worked together to smash existing House rules in order to get Republican advantages during his time at the top.His tenure lasted until 2007, by which time Democrats had taken over the House in large part due to a scandal involving Rep. Mark Foley (R-FL). making advances towards teenage pages which was not acted upon quickly by Hastert, as well as the Iraq War.Under Hastert, the House operated under what was often described as a  culture of corruption  in which access and votes were traded for favors, sometimes outright bribes as in the case of Rep. Duke Cunningham (R-CA).But few were aware of just how corrupt the man who presided over it all, Dennis Hastert, really was.Featured image via Flickr",0
7018, N.C. NAACP Plans Sit-Ins To Force Repeal Of Anti-Gay Law,"Like most sane people and organizations, the North Carolina NAACP is furious over House Bill 2, North Carolina s new sweeping piece of bigoted anti-LGBT legislation. They are so furious, in fact, that they will be using an old tactic from the 1960s Civil Rights Movement to force Gov. Pat McCrory to repeal the law: sit-ins.Matt Barber, who is the president of the North Carolina NAACP, says he is giving McCrory until April 21st to get rid of this terrible law, or there will be sit-ins until he does. Barber says of the law: We cannot be silent in the face of this race-based, class-based, homophobic and transphobic attack on wage earners, civil rights, and the LGBTQ community. Together with our many allies, we will coordinate a campaign of nonviolent direct action along with other forms of nonviolent protest that will instruct our legislators with respect to the rights of all people. Because the next session of the House doesn t start until the 25th of April, they would need a special session to meet Barber s demands by his April 21st deadline. Barber s Forward Together Moral Movement is behind the organization of the sit-ins, and more information will be forthcoming. They are also the group responsible for North Carolina s now-famous Moral Monday activist activities.Of course, the bigots on the wrong side of history are not going quietly into the dustbins of history where they belong, either. The Christian Action League of North Carolina has already planned a rally in Raleigh, the state s capitol, to stand in solidarity with the bigoted lawmakers who made discrimination legal. This event will take place this coming Monday, and there will be counter protests as well.Another event will be held at the governor s mansion on this coming Wednesday, and it isn t your usual protest either. A group of people will assemble an air horn orchestra  in order surround McCrory s home with lots of loud noise. He really ought to love that one.Bravo, NAACP. Thank you for your support, and for standing on the right side of history.Gov. McCrory   Shame on you.Featured image via Equality NC Twitter",0
7019, Court Decides Scott Walker’s ‘Right-To-Work’ Law Is Unconstitutional,"Wisconsin s  right-to-work  law was determined to be unconstitutional on Friday by Dane County judge William Foust.The Associated Press reports:Three unions filed the lawsuit last year shortly after Walker signed the bill into law. Right-to-work laws prohibit businesses and unions from reaching agreements that require all workers, not just union members, to pay union dues. Twenty-four other states have such laws.The unions argued that Wisconsin s law was an unconstitutional seizure of union property since unions now must extend benefits to workers who don t pay dues. Dane County Circuit Judge William Foust agreed.He said the law amounts to an unconstitutional governmental taking of union funds without compensation since under the law unions must represent people who don t pay dues. That presents an existential threat to unions, Foust wrote.Wisconsin s Attorney General Brad Schimel said that the state plans on appealing the decision. Schimel released a statement where he said: We are extremely disappointed that the Dane County Circuit Court struck down Wisconsin s right-to-work law, but we are confident the law will be upheld on appeal. The ruling is great news for organized labor who have been fighting the anti-labor law. Phil Neuenfeldt, the president of Wisconsin AFL-CIO released a statement where he said: Today, the courts put a needed check on Scott Walker s attacks on working families by ruling that Wisconsin s Right to Work law is in violation of our state constitution  Right to Work goes against the Wisconsin principles of fairness and democracy and hurts all of Wisconsin by eroding the strength of our middle class. Right to Work has always been unjust, now it s proven unconstitutional. Republicans have done everything in their power to dismantle organized labor, helping to ensure the complete annihilation of the middle class. This court decision is a sign that resistance to the hegemony of neoliberalist policy is not futile. The de-industrialization of the United States has wrought havoc on the middle and working class.  As a new movement that demands that labor is respected in our economy grows, we must look at these victories and view them as a taste of the good things that happen when the left fights back.Featured image from (Photo by Scott Olson/Getty Images)",0
7020, GOP Senator ‘More Convinced Than Ever’ Hearings Are Needed After Meeting Obama’s SCOTUS Nominee,"The Republican Party s  unity  of obstructionism may be crumbling down fast as GOP Senators line up to meet with President Obama s SCOTUS nominee Merrick Garland. Although fourteen Republicans have agreed to meet with the overly-qualified nominee, they have all pledged they will do so only out of courtesy   and not to consider him.However, as usual, there appears to be only one grown-up in the room, and that would be Senator Susan Collins, the moderate from Maine.Collins, who has served Maine for nearly 20 years and has often crossed party lines, sat down with Garland earlier this week to go over Constitutional, issue based questions.And what happened after she met with Garland? Well, for starters, she really seems to like him, telling reporters at the Captiol: He has a humility about him. He has clearly thought very deeply about the issues confronting the courts, there was not any question he could not handle and he has a long record of accomplishment. She also referred tom garland as  thorough  and  impressive,  saying his answers to her questions raised no red flags and were pretty down the middle as expected.But the most telling of all is how the meeting left the Senator. Breaking from Senate Majority Leader Mitch McConnell and Judiciary Chairman Chuck Grassley, Collins states,  The meeting left me more convinced than ever that the process should proceed,  meaning hearings should be scheduled and the nominee should have his up or down vote. The next step, in my view, should be public hearings before the Judiciary Committee so that the issues that we explored in my office can be publicly aired. Although Collins is convinced, she expressed doubts that her actions would influence other Senators who have remained shockingly loyal to Grassley and McConnell. Just last week Collins said she was utterly  perplexed  at the amount of pettiness exhibited by the Senate GOP.Surprisingly, Collins has received very little blow back from her own base. That s what happens when politicians actually do what the people want. Currently, 52 percent of Americans support holding a hearing for Garland, including 55 percent of Republicans. Featured image via Win McNamee/Getty",0
7021, ‘Bathroom Police’ Law Sets South Carolina GOP Governor Into Panic Mode: ‘We Didn’t Ask For This!’,"Nikki Haley, South Carolina s Republican governor, is hyperventilating with fear at the thought of the state Republican legislature sending her a brand new anti-transgender  bathroom police  law. The law would re-segregate our restrooms and force the state to impose restrictions on what bathrooms transgender individuals are allowed to use.The bill would require public restrooms to direct people to use the bathroom that aligns with their birth sex, and it would bar local governments from letting trans individuals choose which bathroom to use on their own.Let s pause for a moment and think about the first portion of that law. To enforce this law, you would need to staff public bathrooms with at least one security guard, who would require a birth certificate and visual inspection of the genitals of an individual before allowing them to use any restroom open to the public. That is literally the only way a law like this would actually be enforceable.This begs the question; what is the criminal penalty going to be for using the bathroom? Would it be a monetary fine, jail time or would it be a combination of both?Can you imagine the headlines? Local resident busted in bathroom sting by law enforcement, gets 6 months in jail for peeing.Despite Nikki s reluctance to sign this bill, the unfortunate part is that this isn t about new Republican support for transgendered individuals. There is no reason to think this has to do with anything other than money   corporate money, to be exact. North Carolina is seeing the massive corporate fallout from the passage of their own anti-LGBT legislation. Big money is pulling out of North Carolina now, and Nikki Haley is terrified of the same thing happening in her state.Governor Haley tried to sound benevolent about it, suggesting that protecting  religious freedom  and our public bathrooms were not necessary: This is not a battle that we ve seen is needed in South Carolina. It s not something that we see that citizens are asking for. When we look at our situation, we re not hearing of anybody s religious liberties that are being violated, and we re again not hearing any citizens that are being violated in terms of freedoms. Like it or not, South Carolina is doing really well when it comes to respect and when it comes to kindness and when it comes to acceptance. For people to imply it s not, I beg to differ. Source: TPMIt s as if Nikki Haley forgot what party she belongs to. She actually is implying protections of  religious freedom  are not necessary. Republicans will hate her for this one.As usual, the Republicans pushing for the bill say it s all about public safety, with the implication being that adult sexual predators would enter women s restrooms to prey on people s young daughters.Here s a context in which to view this whole thing. Republicans want to pass an anti-LGBT law that restricts the rights of lawful citizens, because of the actions of potential criminals.When it comes to gun control, Republicans whine constantly about how wrong it is to restrict the rights of lawful citizens, because of the actions of potential criminals. They also say no laws ever stop criminals from doing bad things. It s good to know that the only time restricting rights and preventing crime can happen is when it comes to bathrooms, and not guns.The hypocritical pretzel-twisting that Republicans are having to put themselves into over this issue, and its associated negative consequences, would be hilarious if they were not trying to hurt people in the process. They have to answer to their corporate owners who hold the money bags, yet they also have to answer to their hateful bigoted voter base. It has to be increasingly embarrassing to be a part of their party.Featured image via YouTube screen capture",0
7022, Sexist White Supremacist Gives Donald Trump THE WORST Advice On How To Win Women Voters (AUDIO),"As much as Donald Trump doesn t want to admit it, he s absolutely bombing in the polls with female voters, especially after his horrifically offensive, misogynistic comments about punishing women for seeking abortions. Trump is hated by 70% of American women, and he s rapidly losing the conservative female vote as well.Although Trump chooses not to see his failings, everyone else can. So much so that YouTube and Trump supporter Paul Ray Ramsey is actually giving the business mogul some advice on how to score points with women and make a comeback. The problem is, Ramsey s suggestions help him fit into the misogynistic definition of a Trump supporter all too well: stop being an  assh*le  to women and just focus on seducing them. Duh!Ramsey s disgraceful women-wooing tips were captured by David Futrelle, in which Ramsey praises the Republican front runner for being a  ladies man , but notes that his hateful attitude toward women is hurting him more than helping. Ramsey, who is a white supremacist and nationalist, tried to coach Trump when he said: I know you re a ladies man, your history, but just think about it like when you re meeting girls or trying to seduce them there s a couple of phases. There is the attraction phase which you do well, you re funny, you re not a p*ssy, and girls like that. But if you stay in that assh*le mode too long, you don t get into the comfort stage.And that s where you are now. You need to get into the comfort stage of seduction   of seducing American women and just be nice. In other words, use pick-up artist techniques to simply woo women into supporting team Trump! Nevermind all of the sexist, misogynistic things he s said, or all the attacks Trump has made on women since his campaign started   women will come out to support Trump in droves if only The Donald would turn on his special alpha male charm. Ramsey clearly, deeply believes that American women are that stupid. He continued: I like your edge, I m not saying you should get rid of that, and no one is going to think you re some beta male, but you ve got to add some of that comfort. The only useful   and somewhat reasonable   advice Ramsey gave Trump was to not act  butthurt if you lose  the election. If Trump and his supporters take anything from this idiot s rant, let s hope it s that part.You can listen to the audio below, via We Hunted the Mammoth:It s no wonder Ramsey likes Trump so much, and is so interested in helping the GOPer capture women s votes   he and Trump share the same anti-woman values. Ramsey s disgusting attitude toward women voters goes way back, just like Trump. In 2009, Ramsey was caught promoting white nationalism and saying that women s suffrage was responsible for many of the issues in society. In a blog post from 2010 on a men s rights  site, Ramsey condemned the 1920 extension of voting rights to women. He wrote: Single mothers, rampant divorce, abortion and falling birth rates are part of the cancer that is destroying what is left of Western Civilization. But very few people (even conservatives) fail to realize that the inception of this cancer can be found in the passage of the 19th amendment. If Trump and Ramsey ever met each other, they would probably become best friends within seconds. Featured image via screen capture ",0
7023, Bruce Springsteen Just Unleashed His Fury On North Carolina And It Is Glorious,"Bruce Springsteen has decided to cancel a concert in North Carolina that was scheduled to take place on April 10. Springsteen released a statement on the matter where he explained that the cancellation is a protest against North Carolina s new law that gives people the right to discriminate against LGBT people.The law, HB2, not only legalizes discrimination against LGBT people, it forces businesses and schools to discriminate against them as well. Springsteen joins other big names in the growing boycott against North Carolina. PayPal cancelled their plans to build a massive new operation center in Charlotte. That cost the state 400 skilled jobs.Here is the announcement from Bruce Springsteen.As you, my fans, know I m scheduled to play in Greensboro, North Carolina this Sunday. As we also know, North Carolina has just passed HB2, which the media are referring to as the  bathroom  law. HB2   known officially as the Public Facilities Privacy and Security Act   dictates which bathrooms transgender people are permitted to use. Just as important, the law also attacks the rights of LGBT citizens to sue when their human rights are violated in the workplace. No other group of North Carolinians faces such a burden. To my mind, it s an attempt by people who cannot stand the progress our country has made in recognizing the human rights of all of our citizens to overturn that progress. Right now, there are many groups, businesses, and individuals in North Carolina working to oppose and overcome these negative developments. Taking all of this into account, I feel that this is a time for me and the band to show solidarity for those freedom fighters. As a result, and with deepest apologies to our dedicated fans in Greensboro, we have canceled our show scheduled for Sunday, April 10th. Some things are more important than a rock show and this fight against prejudice and bigotry   which is happening as I write   is one of them. It is the strongest means I have for raising my voice in opposition to those who continue to push us backwards instead of forwards.As Springsteen notes, the media has dubbed the right to discriminate law as a the  bathroom law.  While in this case this attack on individual rights is targeted towards LGBT people, it is actually a continuation of the Republican to erode local democracy.  Preemption laws  like HB2 are a strategy conceived by right-wing think tanks that date back to the 1990 s.The idea behind these laws is to prevent grassroots movements from creating progressive change in local cities. That way activists and organizations who do not have the resources to scale their operations to run statewide campaigns are locked out of the equation.While these boycotts are welcomed, HB2 is simply another iteration of a national strategy to destroy local democracy. In order to create a true resistance movement to these laws is to oust the political regimes that are making them. It ll require nothing short of a political revolution. Until that happens, the only thing progressives can do is play a game of political whack-a-mole.Featured image from (Photo by Jamie McCarthy/Getty Images) ",0
